dealer_id,sale_date,model,payment_type,sale_price_brl
D010,2026-02-05,Lume,Financiamento,99639.97
D010,2026-02-07,Atlas,Financiamento,220566.36
D010,2026-02-03,Lume,PIX,102711.79
D010,2026-02-03,Touro,Financiamento,235215.41
D010,2026-02-03,Atlas,Consórcio,230011.24
D010,2026-02-05,Touro,Cartão Crédito,236638.18
D010,2026-02-04,Lume,Financiamento,102162.62
D010,2026-02-06,Touro,PIX,227639.96
D010,2026-02-05,Touro,Financiamento,229689.11
D010,2026-02-06,Atlas,Financiamento,218844.83
D010,2026-02-05,Serra,Financiamento,151212.03
D010,2026-02-06,Lume,Financiamento,104548.30
D010,2026-02-08,Lume,PIX,103636.48
D010,2026-02-05,Brisa,TED,138275.90
D010,2026-02-02,Touro,TED,236689.65
D010,2026-02-08,Touro,PIX,216016.46
D010,2026-02-07,Touro,Cartão Crédito,241406.84
D010,2026-02-07,Lume,Cartão Crédito,94555.32
D010,2026-02-05,Serra,Financiamento,146515.69
D010,2026-02-08,Serra,PIX,149437.27
D010,2026-02-06,Serra,Financiamento,142682.17
D010,2026-02-03,Touro,Financiamento,243171.24
D010,2026-02-05,Serra,Consórcio,151189.63
D010,2026-02-03,Touro,Cartão Crédito,226313.84
D010,2026-02-06,Lume,PIX,90036.87
D010,2026-02-05,Serra,Financiamento,151800.12
D010,2026-02-04,Brisa,PIX,135849.65
D010,2026-02-07,Serra,Financiamento,159890.95
D010,2026-02-05,Touro,Cartão Crédito,235442.47
D010,2026-02-07,Serra,Financiamento,143960.72
D010,2026-02-08,Brisa,PIX,135963.65
D010,2026-02-08,Touro,Financiamento,216251.20
D010,2026-02-02,Brisa,Financiamento,139409.28
D010,2026-02-07,Atlas,Financiamento,227659.11
D010,2026-02-04,Touro,Consórcio,236957.28
D010,2026-02-02,Lume,PIX,92476.79
D010,2026-02-03,Touro,TED,227197.97
D010,2026-02-05,Touro,Financiamento,240144.07
D010,2026-02-08,Serra,Financiamento,137724.33
D010,2026-02-03,Touro,Financiamento,239425.21
D010,2026-02-05,Atlas,TED,217177.58
D010,2026-02-02,Serra,PIX,151365.83
D010,2026-02-05,Touro,Financiamento,237136.28
D010,2026-02-04,Lume,Financiamento,98698.50
D010,2026-02-07,Touro,Financiamento,231452.55
D010,2026-02-02,Serra,Cartão Crédito,134770.80
D010,2026-02-05,Touro,PIX,226542.90
D010,2026-02-05,Touro,PIX,224247.01
D010,2026-02-04,Serra,Financiamento,149875.77
D010,2026-02-06,Touro,Financiamento,230739.04
D010,2026-02-07,Touro,Consórcio,243799.56
D010,2026-02-07,Serra,Financiamento,164696.84
D010,2026-02-03,Brisa,Financiamento,143190.44
D010,2026-02-03,Lume,Financiamento,101615.77
D010,2026-02-05,Serra,PIX,135994.78
D010,2026-02-04,Serra,PIX,146360.72
