dealer_id,sale_date,model,payment_type,sale_price_brl
D005,2026-02-02,Brisa,Financiamento,132968.40
D005,2026-02-08,Atlas,PIX,233086.13
D005,2026-02-07,Serra,Financiamento,145371.44
D005,2026-02-07,Lume,Financiamento,106442.60
D005,2026-02-05,Atlas,Financiamento,236047.95
D005,2026-02-03,Lume,Financiamento,97187.31
D005,2026-02-06,Touro,PIX,212077.27
D005,2026-02-08,Lume,PIX,88812.61
D005,2026-02-03,Brisa,Financiamento,137486.69
D005,2026-02-02,Atlas,Cartão Crédito,228282.46
D005,2026-02-08,Serra,Financiamento,144501.23
D005,2026-02-04,Atlas,Financiamento,227739.37
D005,2026-02-03,Touro,Financiamento,229309.15
D005,2026-02-03,Atlas,Cartão Crédito,231041.92
D005,2026-02-08,Eon,Financiamento,213460.53
D005,2026-02-03,Serra,PIX,135879.38
D005,2026-02-04,Atlas,Financiamento,222843.32
D005,2026-02-08,Brisa,TED,130527.90
D005,2026-02-08,Serra,Financiamento,131630.08
D005,2026-02-08,Touro,Financiamento,239714.46
D005,2026-02-07,Lume,PIX,103622.95
D005,2026-02-08,Brisa,Financiamento,148080.27
D005,2026-02-03,Lume,Financiamento,104364.73
D005,2026-02-08,Touro,Financiamento,233661.84
D005,2026-02-02,Atlas,Consórcio,226930.60
D005,2026-02-05,Atlas,Financiamento,240343.84
D005,2026-02-04,Atlas,TED,217361.80
D005,2026-02-07,Brisa,Cartão Crédito,129442.76
D005,2026-02-06,Lume,PIX,91446.26
D005,2026-02-08,Serra,Consórcio,158376.60
D005,2026-02-07,Lume,Cartão Crédito,102430.13
D005,2026-02-08,Touro,Financiamento,237736.12
D005,2026-02-02,Serra,Financiamento,148201.76
D005,2026-02-02,Serra,PIX,133386.82
D005,2026-02-06,Brisa,PIX,142677.95
D005,2026-02-03,Brisa,Consórcio,143679.58
D005,2026-02-03,Brisa,Financiamento,143496.97
D005,2026-02-07,Eon,Cartão Crédito,199339.79
D005,2026-02-03,Atlas,TED,225463.41
D005,2026-02-08,Atlas,PIX,220913.63
D005,2026-02-05,Eon,Financiamento,202482.14
D005,2026-02-04,Eon,Financiamento,214866.56
D005,2026-02-02,Atlas,Financiamento,224175.32
D005,2026-02-04,Brisa,PIX,134221.64
D005,2026-02-02,Touro,Cartão Crédito,224901.87
D005,2026-02-06,Serra,Financiamento,155303.52
D005,2026-02-05,Brisa,PIX,138914.40
D005,2026-02-05,Lume,TED,106254.05
D005,2026-02-02,Serra,PIX,139621.46
D005,2026-02-02,Brisa,Financiamento,142524.50
D005,2026-02-06,Eon,Financiamento,217332.47
D005,2026-02-07,Lume,Financiamento,94740.04
D005,2026-02-07,Lume,Financiamento,101859.67
D005,2026-02-07,Lume,Financiamento,100114.47
D005,2026-02-05,Touro,PIX,237113.86
D005,2026-02-02,Touro,Financiamento,235324.26
D005,2026-02-08,Serra,PIX,149043.49
D005,2026-02-02,Serra,Consórcio,153168.00
D005,2026-02-03,Lume,Financiamento,104418.01
D005,2026-02-07,Serra,Consórcio,157893.91
D005,2026-02-07,Lume,TED,89073.00
D005,2026-02-04,Brisa,PIX,135072.57
