dealer_id,sale_date,model,payment_type,sale_price_brl
D008,2026-02-02,Brisa,PIX,129640.09
D008,2026-02-04,Lume,Financiamento,97509.36
D008,2026-02-07,Lume,TED,98590.47
D008,2026-02-05,Brisa,TED,139969.53
D008,2026-02-03,Atlas,Financiamento,231626.38
D008,2026-02-03,Serra,Financiamento,155198.79
D008,2026-02-05,Atlas,Cartão Crédito,225754.23
D008,2026-02-03,Serra,Financiamento,139269.77
D008,2026-02-08,Lume,TED,95439.07
D008,2026-02-07,Touro,Consórcio,225735.08
D008,2026-02-05,Serra,PIX,156129.31
D008,2026-02-08,Brisa,Financiamento,148398.02
D008,2026-02-02,Lume,Financiamento,96298.45
D008,2026-02-06,Touro,Financiamento,232936.93
D008,2026-02-02,Lume,Financiamento,98304.61
D008,2026-02-03,Serra,Financiamento,143947.33
D008,2026-02-07,Eon,Financiamento,202103.22
D008,2026-02-02,Lume,PIX,89827.40
D008,2026-02-03,Serra,Cartão Crédito,134703.05
D008,2026-02-02,Touro,Financiamento,241119.04
D008,2026-02-07,Lume,Consórcio,92477.84
D008,2026-02-05,Serra,Consórcio,147741.52
D008,2026-02-02,Serra,Cartão Crédito,144694.51
D008,2026-02-07,Brisa,Consórcio,142077.18
D008,2026-02-07,Atlas,Financiamento,227850.84
D008,2026-02-08,Lume,Financiamento,110799.64
D008,2026-02-08,Lume,Financiamento,97628.27
D008,2026-02-06,Brisa,Financiamento,129576.86
D008,2026-02-05,Lume,Financiamento,105086.46
