dealer_id,sale_date,model,payment_type,sale_price_brl
D004,2026-02-08,Lume,Financiamento,97921.43
D004,2026-02-08,Lume,TED,88724.50
D004,2026-02-06,Atlas,Cartão Crédito,242138.33
D004,2026-02-08,Atlas,Cartão Crédito,228111.27
D004,2026-02-07,Serra,Financiamento,153450.55
D004,2026-02-03,Serra,PIX,142474.37
D004,2026-02-06,Touro,PIX,224662.74
D004,2026-02-05,Touro,Financiamento,229905.21
D004,2026-02-08,Serra,Consórcio,138347.75
D004,2026-02-02,Brisa,PIX,120454.84
D004,2026-02-06,Brisa,Financiamento,143595.44
D004,2026-02-05,Lume,Financiamento,101770.33
D004,2026-02-04,Lume,Consórcio,109697.41
D004,2026-02-04,Serra,Financiamento,155565.95
D004,2026-02-02,Brisa,Financiamento,150654.94
D004,2026-02-03,Lume,Financiamento,98482.42
D004,2026-02-04,Atlas,Financiamento,228764.53
D004,2026-02-03,Atlas,TED,230329.65
D004,2026-02-08,Touro,Cartão Crédito,227090.19
D004,2026-02-08,Brisa,Financiamento,146000.42
D004,2026-02-08,Serra,Financiamento,141920.96
D004,2026-02-07,Lume,Financiamento,97756.31
D004,2026-02-06,Lume,PIX,96442.42
D004,2026-02-07,Atlas,TED,227448.01
D004,2026-02-08,Lume,PIX,91297.35
D004,2026-02-03,Touro,Financiamento,232525.33
D004,2026-02-07,Atlas,TED,210973.35
D004,2026-02-04,Brisa,PIX,130460.50
D004,2026-02-02,Lume,Financiamento,106545.35
D004,2026-02-02,Touro,Financiamento,245080.53
D004,2026-02-02,Serra,PIX,136752.70
